date,departments,daily_visits,daily_admissions,admission_rate,patient_days,daily_discharge,wait_time,daily_revenue,ctf_daily,daily_profit,ctp_daily,beds_in_use,total_beds,occupancy_rate,daily_readmission,readmission_rate,bed_turnover,employee_count,employee_resign,employee_turnover,equip_count,equip_use,staff_patient_ratio,refer_reason
2024-03-14,surgery,189,1,0.01,53,32,9,8135.0,15.0,8120.0,15,34,67,0.51,3,0.06,0.0,91,3,0.03,22,0.9,1:2,Lab Tests
2024-03-15,pediatric,134,6,0.04,132,3,41,6715.0,13.0,6702.0,19,33,42,0.79,4,0.03,0.1,44,1,0.02,39,0.5,1:4,Pre/Post Surgery
2024-03-16,obgyn,16,0,0.0,145,19,44,9365.0,18.0,9347.0,3,25,25,1.0,4,0.04,0.0,79,1,0.01,16,0.7,1:3,Accident
2024-03-17,cardio,38,0,0.0,120,29,26,3667.0,6.0,3661.0,16,28,57,0.49,0,0.0,0.0,59,1,0.02,56,0.6,1:2,Pre/Post Surgery
2024-03-18,orthopedic,148,0,0.0,126,2,26,7666.0,15.0,7651.0,6,18,19,0.95,4,0.05,0.0,26,3,0.12,26,0.6,1:3,Nervous System
2024-03-19,neurology,42,16,0.38,135,9,26,5885.0,7.0,5878.0,11,22,47,0.47,2,0.07,0.3,65,0,0.0,36,0.7,1:4,Elective Procedure
2024-03-20,oncology,143,0,0.0,28,17,56,14107.0,16.0,14091.0,19,28,28,1.0,4,0.01,0.0,105,1,0.01,44,0.6,1:1,Mental Health
2024-03-21,radiology,120,0,0.0,73,36,19,5323.0,8.0,5315.0,5,45,45,1.0,3,0.12,0.0,40,2,0.05,14,0.8,1:3,Rehabilitation
2024-03-22,pathology,88,35,0.4,49,17,21,10980.0,15.0,10965.0,15,16,68,0.24,3,0.11,0.5,20,0,0.0,51,0.9,1:2,Prenatal
2024-03-23,anesthesiology,169,39,0.23,60,12,55,9327.0,19.0,9308.0,14,21,72,0.29,2,0.02,0.5,142,2,0.01,14,0.7,1:1,Accident
2024-03-24,icu,188,1,0.01,146,20,49,7476.0,2.0,7474.0,18,34,55,0.62,2,0.12,0.0,144,0,0.0,33,0.9,1:3,Accident
2024-03-25,psychiatry,67,0,0.0,65,3,32,2381.0,7.0,2374.0,6,12,12,1.0,2,0.2,0.0,52,1,0.02,16,0.6,1:4,Cardiac Issues
2024-03-26,physical_therapy,35,35,1.0,90,4,26,12399.0,4.0,12395.0,20,5,74,0.07,4,0.19,0.5,23,4,0.17,16,0.9,1:4,Elective Procedure
2024-03-27,resp_therapy,183,0,0.0,79,17,25,8399.0,6.0,8393.0,5,17,17,1.0,4,0.0,0.0,22,1,0.05,23,0.6,1:4,Nervous System
2024-03-28,nutrition_diet,38,10,0.26,137,37,46,5416.0,13.0,5403.0,19,13,60,0.22,1,0.16,0.2,110,3,0.03,24,0.6,1:3,Child Health
2024-03-29,pharmacy,13,0,0.0,135,15,21,4558.0,12.0,4546.0,3,15,15,1.0,0,0.07,0.0,71,3,0.04,14,0.6,1:4,Cardiac Issues
2024-03-30,laboratory,108,0,0.0,70,33,9,4991.0,14.0,4977.0,21,32,48,0.67,4,0.01,0.0,47,0,0.0,46,0.7,1:3,Critical Care
2024-03-31,infection_control,150,25,0.17,89,16,22,10405.0,17.0,10388.0,24,28,69,0.41,1,0.06,0.4,89,3,0.03,13,0.8,1:2,Imaging
2024-04-01,medical_records,48,0,0.0,130,11,21,10007.0,19.0,9988.0,6,37,37,1.0,1,0.06,0.0,76,1,0.01,39,1.0,1:2,Pre/Post Surgery
2024-04-02,admin,24,4,0.17,110,20,8,4910.0,18.0,4892.0,19,39,63,0.62,3,0.1,0.1,127,2,0.02,29,0.9,1:3,Cancer
2024-04-03,security,128,0,0.0,86,38,58,15026.0,18.0,15008.0,9,31,46,0.67,4,0.13,0.0,43,1,0.02,35,0.7,1:3,Mental Health
2024-04-04,emergency,38,0,0.0,135,18,11,4261.0,12.0,4249.0,4,18,18,1.0,1,0.15,0.0,96,0,0.0,18,0.8,1:1,Nervous System
2024-04-05,internal_med,166,0,0.0,31,16,29,1122.0,11.0,1111.0,14,65,65,1.0,3,0.05,0.0,95,3,0.03,39,0.8,1:4,Child Health
2024-04-06,surgery,84,0,0.0,92,30,41,18083.0,17.0,18066.0,7,53,68,0.78,0,0.06,0.0,88,2,0.02,53,0.9,1:2,Imaging
2024-04-07,pediatric,125,0,0.0,87,11,44,18548.0,3.0,18545.0,18,5,11,0.45,3,0.06,0.0,120,4,0.03,57,0.9,1:2,Nervous System
2024-04-08,obgyn,41,41,1.0,104,1,44,8418.0,18.0,8400.0,10,14,70,0.2,0,0.07,0.6,111,2,0.02,31,0.8,1:1,Rehabilitation
2024-04-09,cardio,139,0,0.0,118,24,47,3390.0,11.0,3379.0,10,51,67,0.76,2,0.2,0.0,111,2,0.02,49,0.8,1:3,Joint Issues
2024-01-01,orthopedic,184,0,0.0,119,24,13,14194.0,14.0,14180.0,15,63,69,0.91,2,0.16,0.0,131,1,0.01,50,0.9,1:3,Prenatal
2024-01-02,neurology,93,0,0.0,61,9,23,9365.0,13.0,9352.0,16,49,49,1.0,3,0.19,0.0,114,3,0.03,53,0.6,1:1,Joint Issues
2024-01-03,oncology,31,1,0.03,112,22,55,18825.0,16.0,18809.0,13,22,45,0.49,2,0.14,0.0,42,2,0.05,39,0.6,1:4,Joint Issues
2024-01-04,radiology,36,0,0.0,110,12,13,9477.0,8.0,9469.0,8,46,46,1.0,4,0.08,0.0,46,2,0.04,29,0.8,1:3,Mental Health
2024-01-05,pathology,90,0,0.0,72,17,27,10762.0,14.0,10748.0,18,27,27,1.0,3,0.08,0.0,89,1,0.01,37,0.9,1:3,Critical Care
2024-01-06,anesthesiology,135,16,0.12,37,25,35,11120.0,13.0,11107.0,24,31,72,0.43,1,0.1,0.2,128,0,0.0,16,0.7,1:4,Imaging
2024-01-07,icu,193,0,0.0,55,28,36,13955.0,13.0,13942.0,17,22,31,0.71,4,0.08,0.0,96,0,0.0,13,1.0,1:4,Chronic Illness
2024-01-08,psychiatry,101,0,0.0,37,15,56,17689.0,3.0,17686.0,18,20,20,1.0,3,0.17,0.0,69,2,0.03,37,0.6,1:1,Joint Issues
2024-01-09,physical_therapy,30,0,0.0,11,30,35,5539.0,6.0,5533.0,15,53,67,0.79,0,0.09,0.0,143,3,0.02,44,0.7,1:1,Elective Procedure
2024-01-10,resp_therapy,56,0,0.0,136,27,21,5284.0,3.0,5281.0,14,48,66,0.73,2,0.06,0.0,38,1,0.03,42,0.7,1:1,Nervous System
2024-01-11,nutrition_diet,110,0,0.0,26,13,52,5782.0,14.0,5768.0,20,13,13,1.0,2,0.15,0.0,20,0,0.0,16,1.0,1:3,Nervous System
2024-01-12,pharmacy,196,0,0.0,68,10,43,18388.0,4.0,18384.0,20,16,16,1.0,2,0.17,0.0,59,0,0.0,18,0.6,1:1,Cancer
2024-01-13,laboratory,93,0,0.0,141,31,26,13210.0,12.0,13198.0,16,40,70,0.57,3,0.08,0.0,41,4,0.1,43,0.7,1:3,Lab Tests
2024-01-14,infection_control,15,14,0.93,86,27,39,19119.0,17.0,19102.0,4,22,63,0.35,4,0.13,0.2,131,2,0.02,48,0.6,1:2,Child Health
2024-01-15,medical_records,156,23,0.15,140,12,34,8171.0,2.0,8169.0,24,42,77,0.55,0,0.01,0.3,59,3,0.05,51,0.8,1:4,Imaging
2024-01-16,admin,194,0,0.0,124,10,57,8373.0,12.0,8361.0,4,10,10,1.0,2,0.11,0.0,57,1,0.02,43,0.9,1:4,Elective Procedure
2024-01-17,security,140,19,0.14,106,32,55,4840.0,10.0,4830.0,5,13,64,0.2,4,0.01,0.3,67,0,0.0,22,0.7,1:2,Cancer
2024-01-18,emergency,10,0,0.0,114,12,44,3897.0,15.0,3882.0,10,12,12,1.0,1,0.01,0.0,94,4,0.04,38,0.9,1:1,Cancer
2024-01-19,internal_med,67,0,0.0,33,35,41,2008.0,10.0,1998.0,13,39,47,0.83,1,0.12,0.0,126,2,0.02,44,1.0,1:3,Chronic Illness
2024-01-20,surgery,133,0,0.0,44,10,30,16950.0,8.0,16942.0,14,9,10,0.9,0,0.06,0.0,27,2,0.07,54,0.5,1:3,Breathing Disorders
2024-01-21,pediatric,175,19,0.11,11,10,10,17685.0,17.0,17668.0,6,18,47,0.38,2,0.15,0.4,105,1,0.01,19,0.9,1:3,Cardiac Issues
2024-01-22,obgyn,24,0,0.0,42,16,38,17250.0,4.0,17246.0,11,34,38,0.89,1,0.18,0.0,87,0,0.0,39,0.6,1:4,Breathing Disorders
2024-01-23,cardio,171,0,0.0,85,7,36,19549.0,5.0,19544.0,19,8,14,0.57,4,0.03,0.0,94,1,0.01,53,0.6,1:1,Elective Procedure
2024-01-24,orthopedic,198,0,0.0,95,4,29,4073.0,8.0,4065.0,18,30,30,1.0,4,0.14,0.0,109,1,0.01,35,0.8,1:3,Prenatal
2024-01-25,neurology,172,0,0.0,147,27,55,11480.0,13.0,11467.0,19,68,76,0.89,1,0.1,0.0,149,4,0.03,44,0.9,1:3,Breathing Disorders
2024-01-26,oncology,73,2,0.03,90,25,17,18897.0,19.0,18878.0,17,29,56,0.52,2,0.02,0.0,99,2,0.02,37,0.7,1:3,Chronic Illness
2024-01-27,radiology,34,0,0.0,71,31,42,13082.0,6.0,13076.0,22,32,44,0.73,0,0.13,0.0,114,3,0.03,38,0.5,1:2,Rehabilitation
2024-01-28,pathology,33,33,1.0,52,11,42,3554.0,11.0,3543.0,24,26,77,0.34,2,0.12,0.4,89,2,0.02,15,1.0,1:3,Child Health
2024-01-29,anesthesiology,21,21,1.0,130,20,6,11046.0,13.0,11033.0,9,35,78,0.45,3,0.1,0.3,109,2,0.02,12,0.9,1:2,Lab Tests
2024-01-30,icu,27,0,0.0,68,10,9,2410.0,9.0,2401.0,12,10,10,1.0,1,0.19,0.0,78,4,0.05,38,0.6,1:3,Elective Procedure
2024-01-31,psychiatry,24,8,0.33,18,17,15,17845.0,16.0,17829.0,6,52,77,0.68,3,0.1,0.1,47,3,0.06,11,0.7,1:3,Chronic Illness
2024-02-01,physical_therapy,36,0,0.0,86,11,15,5524.0,2.0,5522.0,16,21,21,1.0,1,0.2,0.0,91,0,0.0,31,0.5,1:3,Cardiac Issues
2024-02-02,resp_therapy,81,0,0.0,72,30,28,3555.0,4.0,3551.0,16,42,69,0.61,0,0.1,0.0,33,3,0.09,55,0.7,1:2,Lab Tests
2024-02-03,nutrition_diet,69,0,0.0,61,35,18,5835.0,19.0,5816.0,16,36,36,1.0,2,0.02,0.0,43,0,0.0,56,0.8,1:3,Elective Procedure
2024-02-04,pharmacy,183,22,0.12,32,38,49,8718.0,19.0,8699.0,16,5,65,0.08,2,0.09,0.3,131,3,0.02,59,0.8,1:1,Child Health
2024-02-05,laboratory,154,0,0.0,39,22,34,3632.0,3.0,3629.0,24,11,32,0.34,1,0.04,0.0,63,1,0.02,36,0.6,1:3,Cardiac Issues
2024-02-06,infection_control,102,0,0.0,30,27,44,8693.0,6.0,8687.0,22,34,34,1.0,4,0.12,0.0,75,3,0.04,31,0.9,1:2,Pre/Post Surgery
2024-02-07,medical_records,62,0,0.0,52,30,51,11158.0,2.0,11156.0,20,16,30,0.53,3,0.14,0.0,139,4,0.03,19,0.6,1:2,Critical Care
2024-02-08,admin,17,17,1.0,144,35,48,18452.0,11.0,18441.0,17,9,70,0.13,2,0.09,0.2,51,0,0.0,58,0.8,1:1,Pre/Post Surgery
2024-02-09,security,88,14,0.16,25,4,39,7845.0,11.0,7834.0,21,54,72,0.75,2,0.02,0.2,44,2,0.05,58,0.6,1:4,Rehabilitation
2024-02-10,emergency,36,0,0.0,32,16,25,19185.0,6.0,19179.0,15,46,61,0.75,1,0.09,0.0,135,4,0.03,28,0.7,1:1,Prenatal
2024-02-11,internal_med,183,2,0.01,96,16,59,5868.0,19.0,5849.0,14,16,34,0.47,4,0.02,0.1,85,0,0.0,33,0.6,1:1,Child Health
2024-02-12,surgery,59,21,0.36,40,21,9,16798.0,16.0,16782.0,21,22,64,0.34,3,0.14,0.3,61,0,0.0,36,0.8,1:2,Critical Care
2024-02-13,pediatric,140,8,0.06,130,26,42,16836.0,9.0,16827.0,21,21,55,0.38,4,0.16,0.1,95,2,0.02,45,0.7,1:3,Mental Health
2024-02-14,obgyn,102,0,0.0,78,36,6,10449.0,18.0,10431.0,22,41,41,1.0,4,0.19,0.0,57,1,0.02,52,0.5,1:3,Pre/Post Surgery
2024-02-15,cardio,181,0,0.0,143,19,44,5163.0,13.0,5150.0,4,45,64,0.7,1,0.03,0.0,80,4,0.05,26,0.5,1:4,Child Health
2024-02-16,orthopedic,190,0,0.0,124,14,41,12302.0,13.0,12289.0,23,14,14,1.0,4,0.11,0.0,108,2,0.02,19,0.7,1:4,Chronic Illness
2024-02-17,neurology,33,0,0.0,68,26,58,10498.0,2.0,10496.0,5,45,45,1.0,3,0.11,0.0,37,2,0.05,26,0.6,1:4,Pre/Post Surgery
2024-02-18,oncology,69,0,0.0,86,22,53,7475.0,5.0,7470.0,12,58,58,1.0,0,0.18,0.0,89,1,0.01,53,0.8,1:4,Critical Care
2024-02-19,radiology,131,0,0.0,147,28,38,14266.0,9.0,14257.0,7,55,67,0.82,0,0.13,0.0,101,4,0.04,19,0.7,1:1,Imaging
2024-02-20,pathology,140,9,0.06,16,1,15,4714.0,2.0,4712.0,14,38,48,0.79,3,0.03,0.2,135,2,0.01,19,0.8,1:1,Critical Care
2024-02-21,anesthesiology,157,0,0.0,46,36,40,13737.0,16.0,13721.0,9,48,70,0.69,1,0.09,0.0,99,1,0.01,47,1.0,1:3,Breathing Disorders
2024-02-22,icu,55,0,0.0,95,18,15,13514.0,19.0,13495.0,11,18,18,1.0,2,0.13,0.0,34,4,0.12,26,0.8,1:1,Child Health
2024-02-23,psychiatry,24,0,0.0,25,2,13,13422.0,2.0,13420.0,4,15,15,1.0,1,0.14,0.0,32,3,0.09,35,0.9,1:3,Pre/Post Surgery
2024-02-24,physical_therapy,162,0,0.0,125,17,10,6327.0,12.0,6315.0,12,36,44,0.82,3,0.17,0.0,138,0,0.0,35,0.9,1:3,Nervous System
2024-02-25,resp_therapy,26,3,0.12,127,38,38,6384.0,3.0,6381.0,8,7,48,0.15,4,0.04,0.1,62,1,0.02,43,1.0,1:3,Prenatal
2024-02-26,nutrition_diet,135,0,0.0,23,21,51,10499.0,2.0,10497.0,14,31,31,1.0,0,0.19,0.0,76,0,0.0,13,0.6,1:3,Breathing Disorders
2024-02-27,pharmacy,93,0,0.0,148,9,41,14507.0,13.0,14494.0,8,50,50,1.0,4,0.01,0.0,36,3,0.08,59,0.9,1:2,Mental Health
2024-02-28,laboratory,18,0,0.0,96,13,36,17967.0,17.0,17950.0,5,14,14,1.0,1,0.2,0.0,51,2,0.04,36,1.0,1:3,Mental Health
2024-02-29,infection_control,175,29,0.17,113,11,16,16763.0,11.0,16752.0,12,11,51,0.22,3,0.17,0.6,74,2,0.03,30,0.7,1:1,Rehabilitation
2024-03-01,medical_records,185,43,0.23,53,16,49,5641.0,19.0,5622.0,11,17,76,0.22,0,0.13,0.6,32,4,0.12,45,0.7,1:1,Mental Health
2024-03-02,admin,197,15,0.08,37,16,36,5148.0,16.0,5132.0,22,8,39,0.21,3,0.15,0.4,66,1,0.02,47,1.0,1:1,Lab Tests
2024-03-03,security,72,50,0.69,25,2,21,9848.0,18.0,9830.0,7,14,66,0.21,0,0.01,0.8,106,1,0.01,55,0.8,1:1,Imaging
2024-03-04,emergency,126,9,0.07,59,8,8,8006.0,11.0,7995.0,5,21,38,0.55,0,0.01,0.2,81,4,0.05,40,0.7,1:2,Imaging
2024-03-05,internal_med,139,0,0.0,124,13,46,3674.0,4.0,3670.0,7,46,46,1.0,0,0.02,0.0,48,0,0.0,16,0.9,1:4,Nervous System
2024-03-06,surgery,97,0,0.0,77,17,37,10381.0,17.0,10364.0,10,10,22,0.45,1,0.02,0.0,41,2,0.05,53,0.7,1:4,Cardiac Issues
2024-03-07,pediatric,81,0,0.0,101,39,47,19073.0,7.0,19066.0,10,13,41,0.32,3,0.11,0.0,84,2,0.02,43,0.6,1:3,Breathing Disorders
2024-03-08,obgyn,148,6,0.04,130,24,52,11045.0,4.0,11041.0,16,25,55,0.45,2,0.04,0.1,48,1,0.02,27,0.8,1:3,Pre/Post Surgery
2024-03-09,cardio,73,1,0.01,149,3,47,10064.0,10.0,10054.0,24,28,32,0.88,2,0.17,0.0,67,1,0.01,33,0.8,1:1,Imaging
2024-03-10,orthopedic,81,16,0.2,25,30,13,12649.0,12.0,12637.0,19,8,54,0.15,2,0.09,0.3,24,4,0.17,22,0.9,1:1,Prenatal
2024-03-11,neurology,30,0,0.0,62,13,38,11771.0,14.0,11757.0,13,26,26,1.0,3,0.14,0.0,120,3,0.02,22,0.7,1:4,Child Health
2024-03-12,oncology,27,0,0.0,58,19,43,9509.0,19.0,9490.0,18,63,75,0.84,4,0.13,0.0,90,0,0.0,34,0.9,1:4,Imaging
2024-03-13,radiology,73,1,0.01,71,7,55,13334.0,5.0,13329.0,8,7,15,0.47,3,0.06,0.1,85,3,0.04,14,0.7,1:1,Cancer
2024-03-14,pathology,91,0,0.0,93,9,34,1779.0,9.0,1770.0,13,27,27,1.0,0,0.05,0.0,91,3,0.03,48,0.8,1:3,Imaging
2024-03-15,anesthesiology,119,0,0.0,65,19,54,4868.0,14.0,4854.0,12,31,31,1.0,4,0.07,0.0,44,1,0.02,38,0.6,1:2,Mental Health
2024-03-16,icu,104,0,0.0,129,22,24,4129.0,11.0,4118.0,11,42,42,1.0,0,0.16,0.0,79,1,0.01,53,0.7,1:2,Prenatal
2024-03-17,psychiatry,175,0,0.0,99,18,43,19519.0,3.0,19516.0,17,39,39,1.0,0,0.12,0.0,59,1,0.02,55,0.9,1:4,Imaging
2024-03-18,physical_therapy,41,0,0.0,129,23,27,10910.0,9.0,10901.0,9,41,41,1.0,3,0.05,0.0,26,3,0.12,42,0.6,1:4,Breathing Disorders
2024-03-19,resp_therapy,20,5,0.25,82,2,45,18381.0,7.0,18374.0,20,44,51,0.86,2,0.16,0.1,65,0,0.0,33,0.9,1:4,Rehabilitation
2024-03-20,nutrition_diet,54,0,0.0,78,11,48,18111.0,17.0,18094.0,3,19,19,1.0,4,0.01,0.0,105,1,0.01,19,0.6,1:2,Lab Tests
2024-03-21,pharmacy,42,0,0.0,107,31,39,14541.0,19.0,14522.0,17,17,45,0.38,1,0.14,0.0,40,2,0.05,34,0.5,1:2,Cardiac Issues
2024-03-22,laboratory,111,0,0.0,11,33,27,1056.0,18.0,1038.0,4,31,43,0.72,2,0.09,0.0,20,0,0.0,50,0.6,1:1,Rehabilitation
2024-03-23,infection_control,178,13,0.07,62,14,58,18666.0,7.0,18659.0,24,10,37,0.27,1,0.15,0.4,142,2,0.01,19,0.9,1:3,Joint Issues
2024-03-24,medical_records,145,0,0.0,128,16,52,17016.0,14.0,17002.0,4,20,20,1.0,3,0.19,0.0,144,0,0.0,48,0.6,1:4,Lab Tests
2024-03-25,admin,20,0,0.0,16,11,43,5872.0,15.0,5857.0,12,40,48,0.83,4,0.15,0.0,52,1,0.02,25,0.8,1:1,Pre/Post Surgery
2024-03-26,security,188,17,0.09,84,33,27,17323.0,11.0,17312.0,22,6,56,0.11,3,0.09,0.3,23,4,0.17,37,0.8,1:2,Breathing Disorders
2024-03-27,emergency,97,0,0.0,104,7,41,2448.0,12.0,2436.0,17,28,28,1.0,1,0.03,0.0,22,1,0.05,21,0.7,1:1,Lab Tests
2024-03-28,internal_med,50,0,0.0,12,24,27,19497.0,14.0,19483.0,12,24,24,1.0,0,0.16,0.0,110,3,0.03,53,0.7,1:2,Critical Care
2024-03-29,surgery,154,0,0.0,88,14,43,8706.0,13.0,8693.0,21,37,37,1.0,3,0.09,0.0,71,3,0.04,41,0.7,1:3,Accident
2024-03-30,pediatric,85,0,0.0,26,28,32,14228.0,10.0,14218.0,24,26,33,0.79,4,0.02,0.0,47,0,0.0,38,1.0,1:2,Cancer
2024-03-31,obgyn,130,0,0.0,121,16,23,5256.0,5.0,5251.0,15,18,18,1.0,3,0.14,0.0,89,3,0.03,54,0.7,1:1,Pre/Post Surgery
2024-04-01,cardio,55,0,0.0,61,19,53,10313.0,8.0,10305.0,13,56,56,1.0,2,0.06,0.0,76,1,0.01,59,0.6,1:3,Nervous System
2024-04-02,orthopedic,169,0,0.0,16,17,52,11593.0,3.0,11590.0,24,42,42,1.0,3,0.01,0.0,127,2,0.02,36,0.7,1:2,Pre/Post Surgery
2024-04-03,neurology,89,29,0.33,121,26,34,8670.0,8.0,8662.0,4,16,71,0.23,1,0.18,0.4,43,1,0.02,35,0.8,1:4,Breathing Disorders
2024-04-04,oncology,63,0,0.0,142,6,25,4133.0,10.0,4123.0,23,28,28,1.0,3,0.1,0.0,96,0,0.0,12,0.8,1:2,Lab Tests
2024-04-05,radiology,95,50,0.53,63,9,28,18043.0,6.0,18037.0,15,17,76,0.22,4,0.06,0.7,95,3,0.03,35,1.0,1:3,Breathing Disorders
2024-04-06,pathology,101,0,0.0,70,17,25,5174.0,16.0,5158.0,24,45,49,0.92,3,0.14,0.0,88,2,0.02,48,0.9,1:1,Rehabilitation
2024-04-07,anesthesiology,157,0,0.0,118,31,30,9719.0,19.0,9700.0,24,56,56,1.0,3,0.18,0.0,120,4,0.03,10,0.6,1:3,Prenatal
2024-04-08,icu,170,5,0.03,25,12,55,11536.0,5.0,11531.0,23,57,74,0.77,4,0.0,0.1,111,2,0.02,44,0.7,1:1,Elective Procedure
2024-04-09,psychiatry,177,0,0.0,56,23,54,10887.0,8.0,10879.0,3,16,38,0.42,3,0.14,0.0,111,2,0.02,36,0.9,1:2,Prenatal
2024-01-01,physical_therapy,169,37,0.22,57,5,55,6552.0,9.0,6543.0,7,17,59,0.29,4,0.15,0.6,131,1,0.01,55,1.0,1:2,Breathing Disorders
2024-01-02,resp_therapy,106,0,0.0,130,22,40,14998.0,18.0,14980.0,23,22,22,1.0,1,0.04,0.0,114,3,0.03,13,0.7,1:3,Prenatal
2024-01-03,nutrition_diet,11,0,0.0,73,10,30,16170.0,14.0,16156.0,24,10,10,1.0,4,0.1,0.0,42,2,0.05,28,0.7,1:4,Cancer
2024-01-04,pharmacy,42,0,0.0,59,3,37,10592.0,12.0,10580.0,9,43,43,1.0,1,0.02,0.0,46,2,0.04,31,0.9,1:2,Joint Issues
2024-01-05,laboratory,167,0,0.0,50,24,40,19583.0,2.0,19581.0,15,39,57,0.68,1,0.15,0.0,89,1,0.01,15,0.7,1:4,Critical Care
2024-01-06,infection_control,170,33,0.19,31,17,8,4914.0,3.0,4911.0,15,7,57,0.12,4,0.17,0.6,128,0,0.0,18,0.7,1:4,Chronic Illness
2024-01-07,medical_records,86,10,0.12,124,39,13,14600.0,18.0,14582.0,22,9,58,0.16,3,0.02,0.2,96,0,0.0,20,1.0,1:3,Prenatal
2024-01-08,admin,125,32,0.26,14,26,12,12126.0,6.0,12120.0,23,15,73,0.21,2,0.16,0.4,69,2,0.03,31,0.9,1:2,Breathing Disorders
2024-01-09,security,163,6,0.04,110,4,6,6242.0,7.0,6235.0,8,60,70,0.86,4,0.15,0.1,143,3,0.02,56,0.6,1:4,Cancer
2024-01-10,emergency,159,12,0.08,87,12,33,5807.0,8.0,5799.0,22,14,38,0.37,3,0.07,0.3,38,1,0.03,18,0.7,1:2,Mental Health
2024-01-11,internal_med,112,9,0.08,50,1,27,15241.0,16.0,15225.0,14,38,48,0.79,1,0.14,0.2,20,0,0.0,38,0.7,1:1,Lab Tests
2024-01-12,surgery,175,0,0.0,101,21,10,17726.0,17.0,17709.0,10,35,35,1.0,0,0.0,0.0,59,0,0.0,52,1.0,1:4,Critical Care
2024-01-13,pediatric,112,0,0.0,31,19,59,4780.0,14.0,4766.0,11,26,26,1.0,2,0.19,0.0,41,4,0.1,19,1.0,1:3,Chronic Illness
2024-01-14,obgyn,99,0,0.0,62,21,47,5117.0,6.0,5111.0,20,22,22,1.0,3,0.11,0.0,131,2,0.02,43,0.9,1:3,Nervous System
2024-01-15,cardio,183,24,0.13,102,18,40,8019.0,4.0,8015.0,13,36,78,0.46,2,0.12,0.3,59,3,0.05,40,0.7,1:4,Pre/Post Surgery
2024-01-16,orthopedic,131,8,0.06,19,3,50,7860.0,4.0,7856.0,22,24,35,0.69,0,0.13,0.2,57,1,0.02,31,0.5,1:2,Elective Procedure
2024-01-17,neurology,152,0,0.0,58,32,25,17505.0,15.0,17490.0,13,58,58,1.0,0,0.11,0.0,67,0,0.0,55,0.8,1:1,Child Health
2024-01-18,oncology,115,12,0.1,80,10,26,3443.0,17.0,3426.0,17,54,76,0.71,0,0.17,0.2,94,4,0.04,13,0.7,1:1,Chronic Illness
2024-01-19,radiology,128,0,0.0,28,15,13,15515.0,18.0,15497.0,11,16,16,1.0,4,0.12,0.0,126,2,0.02,11,0.8,1:3,Cancer
2024-01-20,pathology,181,46,0.25,64,5,38,19920.0,5.0,19915.0,5,16,67,0.24,2,0.18,0.7,27,2,0.07,14,0.8,1:3,Cardiac Issues
2024-01-21,anesthesiology,58,11,0.19,30,4,30,12350.0,14.0,12336.0,19,43,58,0.74,4,0.12,0.2,105,1,0.01,55,0.7,1:2,Rehabilitation
2024-01-22,icu,113,13,0.12,35,28,5,6325.0,9.0,6316.0,19,21,62,0.34,0,0.03,0.2,87,0,0.0,24,1.0,1:3,Cancer
2024-01-23,psychiatry,70,21,0.3,37,4,40,6368.0,6.0,6362.0,5,49,74,0.66,3,0.18,0.3,94,1,0.01,28,0.5,1:2,Mental Health
2024-01-24,physical_therapy,132,41,0.31,49,15,48,5696.0,3.0,5693.0,21,15,71,0.21,0,0.14,0.6,109,1,0.01,47,0.9,1:4,Rehabilitation
2024-01-25,resp_therapy,143,0,0.0,38,17,9,10006.0,16.0,9990.0,11,26,26,1.0,4,0.14,0.0,149,4,0.03,24,0.7,1:1,Lab Tests
2024-01-26,nutrition_diet,18,7,0.39,29,3,45,16136.0,3.0,16133.0,19,42,52,0.81,0,0.2,0.1,99,2,0.02,55,0.9,1:4,Critical Care
2024-01-27,pharmacy,15,15,1.0,29,10,26,15190.0,12.0,15178.0,20,6,34,0.18,0,0.02,0.4,114,3,0.03,17,0.8,1:3,Critical Care
2024-01-28,laboratory,82,0,0.0,83,12,8,11643.0,14.0,11629.0,17,12,12,1.0,4,0.09,0.0,89,2,0.02,29,0.5,1:1,Nervous System
2024-01-29,infection_control,112,0,0.0,149,18,52,19406.0,11.0,19395.0,3,38,38,1.0,4,0.05,0.0,109,2,0.02,21,0.6,1:1,Pre/Post Surgery
2024-01-30,medical_records,169,0,0.0,129,1,6,15755.0,4.0,15751.0,12,41,41,1.0,3,0.13,0.0,78,4,0.05,13,0.6,1:4,Cancer
2024-01-31,admin,50,0,0.0,106,35,20,1431.0,6.0,1425.0,10,35,35,1.0,4,0.16,0.0,47,3,0.06,47,0.6,1:2,Breathing Disorders
2024-02-01,security,123,0,0.0,129,25,20,4048.0,4.0,4044.0,12,25,25,1.0,3,0.19,0.0,91,0,0.0,52,0.9,1:1,Prenatal
2024-02-02,emergency,17,17,1.0,34,1,57,12487.0,7.0,12480.0,4,9,34,0.26,1,0.09,0.5,33,3,0.09,48,0.6,1:2,Breathing Disorders
2024-02-03,internal_med,81,38,0.47,13,3,26,12120.0,14.0,12106.0,21,22,63,0.35,1,0.16,0.6,43,0,0.0,45,0.7,1:4,Cardiac Issues
2024-02-04,surgery,187,0,0.0,13,3,47,7240.0,11.0,7229.0,16,37,37,1.0,4,0.18,0.0,131,3,0.02,24,0.6,1:4,Joint Issues
